avg_monthly_income,income_stability,expense_to_income_ratio,emi_to_income_ratio,cashflow_consistency,months_history,has_credit_history,credit_score,business_age_years,default
28409.286889669245,0.7966593480664014,0.43433350967675943,0.414635032045938,0.7993339892705434,18,0,0.0,0.5,1
11920.687584366588,0.8827342491706841,0.3702326205786825,0.12074480516481206,0.606218628786023,18,0,0.0,4.819482731478359,0
63843.882407360186,0.886892968733838,0.3,0.005810173699727442,0.802284762040055,12,0,0.0,0.9410238356356315,0
10301.067966665896,0.7251951685647886,0.3,0.07727839260637952,0.9454686242861061,36,1,442.3360750415967,0.5,1
12798.505360769586,0.7480987290332074,0.46670160832211394,0.30932267466637897,0.872321351317976,12,1,445.44583944904815,0.5,1
39530.95553556531,0.8588055800689472,0.3,0.04307922363953178,0.738603026355102,18,1,805.0972660549633,0.5,0
45364.36800578455,0.7152292673462862,0.6545651815650626,0.132570564921468,0.6790198949116701,24,1,500.9433687942517,0.5,0
19301.091338927705,0.859875057958444,0.5697688793185661,0.4576711913879317,0.6841387790316176,12,0,0.0,1.2725495813797902,1
28833.785077902005,0.7083197378354295,0.4516765650452029,0.05893363607198768,0.3925309926472176,3,1,781.7120691588068,0.5,1
38434.89007344807,0.5810955145426339,0.37875745984648373,0.128507810287132,0.34842454507963816,18,0,0.0,6.849944570434891,1
12860.315809954998,0.6102166834236079,0.8826500721091634,0.06225966257656756,0.6416360934613738,6,1,311.8263226526185,0.5,1
62158.6095499727,0.6536371833619976,0.46927357906356565,0.6,0.5226276022450453,12,1,476.6794557251506,8.895801663456611,0
74371.55991247568,0.8078672862918406,0.3,0.17857838874095383,0.8800030299413634,18,1,423.85276305636194,0.5,0
29384.28196558624,0.895102095465351,0.6895278325476658,0.07659256659457582,0.5025379795826165,3,0,0.0,2.712181955619292,1
17445.493708018545,0.8654827568075335,0.3,0.04673408988029196,0.6288555827968421,18,1,695.2700200264304,3.535661508424597,0
97202.96698433066,0.8239064106058684,0.3,0.37199500450893075,0.663465848805122,12,0,0.0,0.5,1
33496.87409420165,0.8652145434361235,0.3163572890850573,0.14582837987078992,0.46233067024948005,24,1,760.9640483187109,1.6226525807734253,1
11657.11169697092,0.9678947196834031,0.3,0.03980959161760389,0.47881122990677905,6,0,0.0,0.7472546958615203,1
52892.13382816982,0.9220870477085584,0.5062357416701688,0.46214185258092333,0.607237475749887,36,1,785.7096448349268,3.19473750359586,0
15590.32775518471,0.8801691664501954,0.3,0.09768714440722089,0.7951037629808271,24,1,802.2079970182033,3.5867389931159517,0
57930.255264653686,0.8924782628233369,0.4017809717999859,0.5180399271809385,0.9337364669802259,6,1,624.7599472056661,9.889863833302996,0
48430.71218091128,0.7011944220880106,0.3307580505369147,0.15380568276830112,0.917104910053239,18,1,432.46176767325625,0.5,0
31831.488174955233,0.7369278794110374,0.5707100258137522,0.22965685783229275,0.7820124603121543,18,1,806.8699368701326,4.294176337811181,1
23812.717717235304,0.9017130615690048,0.6452270584349333,0.1323731347466899,0.5909995684048748,6,1,816.0734383135227,4.540351916092712,0
17207.604208867433,0.9093407268541841,0.3,0.23195886766183293,0.7326215340814448,6,1,723.8854358921408,0.5,0
20711.303981986417,0.6844443811641744,0.3,0.29097772092821045,0.6027494097133873,12,1,731.5210669633583,0.7780798370601202,0
24621.897432201746,0.8790331122088385,0.3,0.015261458937520525,0.6544810909649434,6,1,678.9361320555123,3.9627900453805665,0
98569.75470208198,0.7054943714523346,0.3,0.04621794883467974,0.8264236124698057,3,0,0.0,2.2004950362887445,0
62435.7136293815,0.843028667905771,0.3,0.33925709630404643,0.7359962431811167,3,0,0.0,1.8055297449057928,0
10623.592885755881,0.7401391481573126,0.3,0.12004962661836795,0.7372546556213507,6,1,802.8691737888662,8.68029716214082,0
17457.621460126407,0.780288255235522,0.3,0.38779166886397387,0.7343175659896687,18,1,757.3710808659695,4.795696429343327,1
25143.96651245304,0.9102899181594285,0.3,0.2698000076268985,0.9010127929383899,12,1,758.9299569252769,5.029711204455494,0
25455.81456690904,0.7584281493854765,0.3,0.13814820240829753,0.42265566196834153,6,1,373.13165600216854,0.5995607031664162,1
125656.27837013638,0.8249325333132137,0.5893469397817895,0.35954662381497776,0.8662301280707765,6,1,554.2429521892577,3.3037965096161104,0
79330.4231587737,0.7432912168256012,0.37650161807574906,0.3877536342468418,0.4936206359413943,6,0,0.0,3.8657482970206267,1
14112.409998397088,0.8466200850662396,0.3,0.3526666008304118,0.4839303410393887,12,0,0.0,2.4786427804318834,0
12629.544135364895,0.9086338339220703,0.3,0.4083872526096557,0.6825113806476363,3,1,457.86754194650575,1.3395007860585508,1
38845.05601780941,0.5429886612956271,0.41432790826997506,0.21521689868041421,0.8318434007231277,12,1,684.5832464071992,5.1860255262298125,0
21472.14701354493,0.8081713177982692,0.904057720781805,0.20318236076125934,0.7222076332195009,3,1,890.2073551580481,0.8200758508714411,1
11820.774091336434,0.8293654704083785,0.7809441685132803,0.05097729748845527,0.6755433750689408,12,1,311.515366093834,0.9025581120654789,1
62060.07287997707,0.9278550196449566,0.5849728252124907,0.4733588658895981,0.6464113615295276,18,1,712.8808236519253,1.7266424800946816,0
25960.658724058125,0.8262753519128316,0.5139090962018531,0.5002316030768454,0.6716832795412997,36,1,511.9508451012385,1.0552139436902963,1
54919.782485669864,0.6988940513828259,0.5590500731718545,0.10789028069996029,0.5225445959594183,24,1,376.85744781972005,1.2386816769465248,0
34304.175595937835,0.841246561328479,0.625286933616887,0.1579994361041908,0.6742526822138145,6,1,890.8018437147049,8.312398164022298,0
37646.31732379572,0.9645405172698919,0.3532797292835899,0.36991261462250735,0.5397225670733842,12,1,669.5912701561074,0.6248562019003502,1
21756.87676728096,0.6822180583820839,0.3,0.5215461749759311,0.8916342067946071,18,1,776.5183987662506,0.5,0
39499.59468570328,0.9457956616241151,0.3764863920007414,0.4057862656244,0.8924352217702125,12,1,899.0085068357698,8.114266813212947,0
40904.434117705816,0.6559588801636949,0.4759261751290058,0.42491229921500717,0.9166402205433454,6,1,574.9121320427356,1.9789565926613777,0
20942.62342978595,0.8634444656229548,0.5718690671206303,0.12606957580766817,0.7323833601648074,24,0,0.0,2.2805588431866295,0
166378.96861755892,0.8449536302814469,0.6836358360900993,0.05231827949229254,0.6917599524832031,6,0,0.0,0.8669153566841095,0
86140.71516042418,0.878608886800685,0.3,0.6,0.8337112084852558,6,0,0.0,0.5399158302522049,1
60244.06370753563,0.7351434039583654,0.4926558691511109,0.07903096436262448,0.8867163226566552,12,0,0.0,4.723000329652422,0
47877.251710176075,0.7871490357392644,0.38550179274839996,0.14033406000649815,0.5723274888106447,36,1,890.4661914218987,3.307138114904067,0
12489.323429436776,0.855692788515875,0.3,0.28541278633173334,0.5269564320995413,6,1,795.5869276248491,0.5,1
33698.535289554166,0.5212145545339127,0.37223823148366125,0.5312657514861633,0.6122104547853955,18,1,607.5928518870318,1.0928716505669462,1
23068.06723394578,0.6289952937993025,0.5290174760266037,0.22422300956693253,0.6184085566762829,24,1,782.9440661048632,0.5,0
91469.73324294234,0.8996601714730733,0.3,0.4712973376873733,0.6445841709883067,6,0,0.0,0.8213776201029568,1
55746.64985297834,0.8101817758904883,0.5798073738875801,0.07075376035934329,0.7982548206373004,6,1,592.6002411727586,3.168592292757865,0
19009.76599822534,0.9238237589864977,0.40967482931304355,0.04499980354375107,0.9230112384817102,6,0,0.0,0.5,1
17690.015889346247,0.8274676283673181,0.3,0.20943549646760365,0.6857994475788018,24,1,792.7189695301358,0.5,1
40094.886323734696,0.9137297595252494,0.3,0.11439298828341386,0.4848794960215681,18,0,0.0,6.982272347945322,1
18009.512088216456,0.9408308638315386,0.3,0.20634557899704375,0.8254715426488984,18,1,814.5374025967702,7.453588652979532,0
40026.85417000583,0.9066264813097484,0.3,0.6,0.755714971095879,18,0,0.0,1.9942022468067617,0
15763.100694787005,0.8258664111316276,0.5418049384050722,0.15944425855126607,0.9117913266928203,12,1,800.1899771625513,1.7418207946351965,0
13890.023459756418,0.7663722260603363,0.5407011076736744,0.1798347681053514,0.8822167339050218,12,0,0.0,9.97511391569933,0
89525.48971374426,0.8567431484583116,0.3,0.3037402596054269,0.7089154158614297,12,1,758.7166767928306,2.5566323875339885,0
47086.61907465152,0.8124210275540318,0.43240291077017623,0.3260339898222984,0.6779498986008292,3,1,800.4867582004055,4.046719810644282,1
82927.02578350274,0.7456696063500645,0.3,0.22688592643259328,0.6469601304608535,12,1,724.251886360019,0.5,0
32025.11247271784,0.8131185067977295,0.3,0.6,0.7221962860293935,18,1,782.3751045315122,2.4122427092247074,0
12143.139420091176,0.9231856613028375,0.3,0.05786295203968754,0.8523919150903113,24,1,845.9658863126352,1.421158231678548,0
50218.163482515454,0.8909054576652731,0.3371260243095178,0.39203527815474326,0.8526744259372231,3,1,549.9026591423274,5.180948519348694,0
13179.91082047987,0.6940373663372006,0.4811153731788759,0.5399548223760822,0.8758462208491444,12,0,0.0,5.414173523241018,1
38273.44196030234,0.47138456119589633,0.40612477415861953,0.4742836669535877,0.6082779523329175,12,1,300.8121754292809,1.0691700717336212,1
51179.748232276455,0.614894348076051,0.6625559663135808,0.186645467315834,0.7111430755128064,18,1,646.9790396522164,0.5,1
20111.954433040944,0.8411168071807421,0.6747383534609159,0.17713194367184334,0.3948247660622136,12,1,326.33996558580304,0.5436656922755809,1
92182.48320259119,0.719599930309241,0.3,0.29062183188920515,0.7695486288796214,12,1,448.40418949145,3.070084657384059,0
37472.39161339855,0.7756971944431231,0.3,0.31439347860277683,0.8098242760381721,36,0,0.0,4.293974640901723,0
43856.62433367557,0.9188045214339066,0.7896910718822614,0.035170773280387105,0.7820183036836889,12,1,648.0533008016728,2.18134307698526,0
94627.91137432372,0.9631019587657658,0.3,0.4349022454281779,0.5718813391247963,18,0,0.0,6.259593848225844,0
51878.55451994537,0.7764646833609566,0.3302995349371389,0.44277107856369274,0.6631993345026642,24,0,0.0,1.390590719900341,0
85466.04142363048,0.5900649557714942,0.3,0.19284330231771427,0.7690350106576544,18,1,817.0145422724072,0.9609116307863235,0
66780.52271349213,0.7747667516802101,0.3,0.06094843015751312,0.6611655491554692,24,1,880.2211651536877,0.5,0
12688.834178616851,0.8739521383841905,0.3,0.20137854462895144,0.8098124929164038,6,1,511.7751020714139,2.9129730154147837,1
20990.485758854207,0.9356260567516482,0.5044462896176434,0.04812544029015764,0.7908298998250753,36,0,0.0,2.193799706117842,0
20568.316420411677,0.9513023203105414,0.34886826700809803,0.2686264981152744,0.5332226803213592,3,1,450.5358274146615,3.381278707338483,1
63554.81268820329,0.812454152047381,0.40269275561664186,0.02835323725433682,0.855720591535319,36,0,0.0,0.5,0
62935.58210777205,0.5881765999938748,0.6835495159675118,0.3175475540328388,0.6778935012931369,18,1,348.6895071217435,9.077999869902042,0
22076.354777434943,0.8194199723584471,0.4473837547249485,0.02228730992236995,0.7394504029934087,6,1,556.5608002220024,1.7531232597119257,1
32309.577760304826,0.8323827753216244,0.3229846781566736,0.46284314282016165,0.5842165107912081,18,0,0.0,1.0240395644532891,1
37875.141492743074,0.7856183114874074,0.3179650079429079,0.23425528240240406,0.8097422753662666,24,1,563.5263607498305,2.8290343782811496,1
20409.243857652353,0.7475735978279662,0.6948448776279366,0.25632570618535794,0.5838889155352065,6,1,669.7802915554344,2.4417334557928356,1
16434.165001452166,0.5934663728494083,0.3,0.10327572131131611,0.8306548040648273,12,0,0.0,4.721605903367773,1
62663.619176135755,0.7233218567605223,0.3124512765815477,0.16319610169357096,0.7375791283380834,24,1,625.0565785605379,10.332234361587634,1
26852.635564371678,0.8450778435310377,0.44669832503074763,0.3102440209020113,0.40770717601883405,18,1,339.87799546576326,4.363912967729938,1
37950.20166011562,0.8845906250465453,0.3,0.23181873268530787,0.5711375671105938,6,1,444.9003767957001,0.7258808309776499,1
37676.491168467954,0.9056878412883603,0.7181393854771043,0.026808123076910065,0.5050843034294581,18,1,766.8151458867919,4.29200962237956,0
10467.236391900866,0.8733688569776148,0.3840262611599887,0.28361677707991073,0.6540898815342011,36,0,0.0,0.5,1
25560.647229051378,0.9582926709002342,0.32230711592677497,0.18023613135182714,0.6049630445474135,18,1,724.4382000197566,1.4791067851443258,0
121163.58985698612,0.5526891767544583,0.49217073919726706,0.09034373784171679,0.5490080557450739,6,0,0.0,3.031312462477169,0
72758.59958668282,0.6949023466208167,0.3,0.5031219178136354,0.9008269603132512,24,1,695.4272460793395,0.7118484924280537,0
86871.30428853387,0.7388062304090723,0.31506500104320034,0.2286363682013102,0.9226126900090038,6,0,0.0,10.844300498997729,0
14893.808770617201,0.8494094775724155,0.482892999022801,0.08453545120495669,0.7111626089090969,12,0,0.0,2.93448632325571,1
72979.20286068115,0.8830180773439755,0.5574978092597197,0.2869468508255874,0.808180705700127,24,1,815.8768048869874,1.566695286184504,0
119641.92158720174,0.9423608612328709,0.3,0.07356374516909386,0.7665167083977698,6,1,881.9559152071146,2.540717101435541,0
77839.2455464094,0.8954486748008524,0.6409306605510308,0.07022152968414891,0.9796232653202306,12,1,324.0354714304167,1.0336501602115769,0
73403.4527117145,0.9332694614194249,0.635388976323297,0.19212346368088967,0.6037143070668305,3,1,562.9071679490066,5.48241602371444,1
20868.974302714436,0.8563983005540257,0.7022574095668358,0.3377440240339465,0.7771581282959078,6,1,318.0623233267914,9.770693087540794,1
31637.410185726807,0.7783902000538394,0.4102195564883852,0.12407923711867122,0.8574659445016548,6,1,857.1783372692364,0.5,0
37537.94900875416,0.7842527082063635,0.7630841198677927,0.35966831842519303,0.7127236895703604,24,0,0.0,3.9832370129616264,0
37320.48961332061,0.852902344250547,0.4511585811569636,0.28788913595093085,0.7111146375182963,6,1,428.8175324780133,0.5,1
38307.29689878636,0.8566253749783456,0.4457001809070488,0.2809880904542277,0.7314825876606781,12,1,783.4287154009307,1.1932921848889546,0
11270.325128129603,0.9099513128115811,0.3,0.6,0.6599240153555881,3,1,369.8150910986975,2.8464095049248788,1
26920.076207860537,0.7947986385389519,0.3381318728609391,0.2663191023889136,0.7565066451562481,12,0,0.0,6.344092557718558,0
61022.300212270944,0.6750639567419624,0.36581753937991957,0.2816494008393426,0.7923717365861743,24,0,0.0,5.577783775025944,0
17711.431638268896,0.9319510361101475,0.6749658645246115,0.23881877526859338,0.9078072941431764,12,1,396.13536058590375,0.5623752323132647,1
34827.59768898503,0.8518423631199098,0.3,0.3339234498046841,0.8395720409642149,12,1,626.5191975022212,0.9657407503100415,0
14072.380038140669,0.8956747268104931,0.5847504175946965,0.09027852186263073,0.9382118945150866,12,0,0.0,2.5458673598045656,0
28847.497617344343,0.9449246766923312,0.755547442460277,0.31378947118043016,0.8988334913582197,24,1,794.6102683496097,1.5174752530256084,0
20069.06237843699,0.6550199946593327,0.3878421833865476,0.08836845290038854,0.46495734308796965,12,1,309.72023840368036,5.1175230766798965,1
64703.37310883889,0.8863878597413274,0.3,0.3623573462790315,0.8897328029649383,6,1,748.2469602774174,0.7404415704003268,1
33532.96614875131,0.93164780124561,0.5429874987104335,0.0502049551168501,0.9579461118920138,12,0,0.0,3.762840107752729,0
42445.81963762925,0.8239584559274384,0.3158223350181409,0.16294443131497754,0.5259777604908512,3,1,851.0385252489348,3.147650181345689,0
27955.465557277214,0.7638239190057757,0.3,0.46789363217687596,0.6019049857964683,6,1,566.4621341439712,2.277039052206302,0
39567.86123361704,0.9486904434242867,0.6032328925579563,0.27609548900391934,0.8520865953291764,3,0,0.0,1.7557516648710998,1
49086.99868685819,0.8178114845398032,0.3,0.39600804569316866,0.5893493984834443,18,1,413.96168187453657,3.6293517070661396,0
15379.323729303871,0.7493780260648939,0.7000984454364484,0.3318713179219373,0.7948027319791855,18,1,571.0436855888663,1.3142526253106976,0
34681.860285621035,0.7582545751864258,0.3,0.5189329924659519,0.3130328034180529,12,1,781.8071289157923,2.3314057887140756,1
18487.7584046987,0.9242190929886649,0.5381727574958383,0.33024602173182466,0.8792600652174047,12,1,861.5623489491358,3.3465187600439568,0
10330.992230234362,0.5624461598702201,0.3,0.28810336574733875,0.9444988659117696,12,1,678.8752755498124,4.603067478686085,1
16212.116023234994,0.6646937378728184,0.5335515270054044,0.10919900170744466,0.7752066406888559,12,1,589.976570979795,1.4476091939231588,1
78693.29248385482,0.8116543470139816,0.3,0.16520824842216228,0.4546555716739418,3,1,685.0917100808613,1.5869118081599562,0
16231.645008881344,0.7678684176217416,0.3,0.2129806255007612,0.553866301761047,6,1,545.8037215755114,11.480381569393202,1
33354.817854327746,0.7911295087334849,0.3,0.6,0.3757164153313157,24,1,844.2251762490131,14.314657645903537,0
35459.738334458336,0.38749078378919083,0.3,0.09112138119007832,0.8773342431942411,6,1,659.5795722038332,2.162837144178932,1
10096.965366845658,0.8395730552490003,0.5519343655371797,0.34687323850764773,0.5985381751204775,24,1,749.9159587729613,7.326971714610181,0
31171.425689893324,0.9046353563260306,0.6831205579651617,0.1343484456022742,0.8343500933106744,18,1,859.0442419899049,17.3772680821082,0
52461.04572703808,0.8616251181133734,0.6908142147228445,0.0644386700193735,0.7231774821023343,18,1,714.9933911199249,10.112497076629737,0
39376.51433647037,0.6362245953746805,0.6523796193668356,0.06857478069333564,0.8975660713453383,12,0,0.0,0.8572111793573065,1
65123.31587307349,0.7317704079836033,0.3,0.07112080531792178,0.6718238687724938,24,1,487.75172881729355,5.866503534433746,0
20165.84861801981,0.6102768581416151,0.34455929640916183,0.19856907503472482,0.6819373154971535,24,1,718.2144996025797,1.3528760568939304,0
20880.574003522863,0.8038491073653838,0.6683485734266926,0.22453986454573138,0.816239408267034,24,1,604.6547029131413,0.5,0
89253.19605232155,0.9189471905676351,0.3,0.3379642961369284,0.8943911214223055,24,1,745.3753388921682,0.5511000636446034,0
37809.820518302666,0.8415474045483818,0.3,0.12934639470007867,0.8129650888918214,24,0,0.0,3.6763248242324678,0
35087.02422567499,0.8580476208942416,0.6578458781710635,0.3790258799964718,0.7164836334249498,6,0,0.0,1.1587583450461583,1
19523.59988729744,0.8827847286264119,0.4309669200174789,0.13709109725443683,0.8323494314519185,12,1,626.7331947928053,0.5226307756160725,0
75167.2565303077,0.6973594221210331,0.428353007857645,0.1537312660393139,0.6540482760027598,18,1,676.6013262952852,0.6396393825470006,1
15021.835628360186,0.8868930223650866,0.7005906703434414,0.11584312111056361,0.6652418896362702,6,1,505.75779765551755,3.4548064581242746,1
20350.703326141745,0.8034152675462705,0.4157029338813886,0.1435699713713545,0.546236531056396,12,1,755.894195057033,1.2412032855658977,1
61348.92697357605,0.8006904368832689,0.3,0.20285310534906803,0.6639299053814506,18,1,783.0583872246809,5.593757982354893,0
83687.8114892045,0.9652519248648873,0.3,0.19281772225304064,0.5247286130903489,12,0,0.0,0.69194002295794,1
62117.68475683811,0.7183171271501156,0.42944213442484375,0.5702370686325277,0.822123893558076,12,1,812.7284359213082,1.2465662685871162,1
29137.49436659139,0.7728722114952836,0.3,0.36379962141969024,0.8047927535715839,12,1,399.75319820982037,1.432837050002287,0
43190.778442492214,0.935405192227456,0.8906947805812705,0.3433664796877242,0.9226388586894356,12,1,859.7206140759798,7.678055602577121,0
10550.694152246,0.8347486992465524,0.6791336623377565,0.10627283589624711,0.7672667006009557,3,1,371.52626570434404,0.5,1
25998.06331409378,0.8835222291290368,0.3,0.46603115833767655,0.2543720264139758,12,1,666.2178046908941,2.371665367187903,1
15149.132335966724,0.9740819470315514,0.3140501314119605,0.0767525959607998,0.639717377894542,6,1,756.2400403724896,3.3847261600780434,0
30644.73880376573,0.8358228743880599,0.3,0.009820250785640779,0.5799605558775557,24,0,0.0,8.218366717713822,0
24120.015891803523,0.9464137290172785,0.5851536624991374,0.05379179143157618,0.7270188965234631,24,1,821.7202030889879,0.5977594201476892,0
19123.1706514967,0.9187155889692562,0.3498809441882192,0.060984141646644535,0.7951867365993185,18,1,323.04052639580675,1.3777851081303039,0
37548.63512829604,0.8066702750328396,0.4688709567354057,0.12741094029033642,0.8360671118738298,12,0,0.0,10.710123068135893,0
22867.866752762333,0.956502865014263,0.38043190749583056,0.3101220019374206,0.8290157491101388,3,0,0.0,4.468113833457685,0
89175.07512939544,0.5591109573121469,0.3,0.26698525220246766,0.5969147318783049,6,1,606.2760788078648,0.8984236267972621,1
32580.494596106262,0.8463085360876745,0.32207921163276826,0.18980615816097499,0.6069649663060096,12,1,609.1002170319532,13.902305265691012,0
44303.800690395954,0.9077110229135975,0.3,0.36651628519469176,0.5913748654987474,12,1,649.8634543679389,3.797695459062184,0
11386.742755555999,0.9173515769673727,0.3,0.4566365856156711,0.7910920621646438,12,0,0.0,1.1108856219176497,1
62080.06382178815,0.8112538816829293,0.3937915373439876,0.3214237341373587,0.8824338104920252,12,0,0.0,1.026321782470812,0
35278.608411999674,0.8432764396471386,0.3,0.20716283298983942,0.7259345621480913,12,1,716.0265231113115,4.360451229392576,0
16694.895399798417,0.683794607875658,0.7156394414530873,0.20423931088568426,0.8418349552210906,12,1,409.0581586567165,2.104341643732747,1
56664.21290410866,0.7433240059881477,0.3,0.38951416063189676,0.7918438927957645,6,1,380.04980131392426,3.529495139774256,1
12182.732241810387,0.8265081734736319,0.5151518417808366,0.13552979033698245,0.7403425567511137,18,1,898.6033579587955,0.9177478290184187,0
84834.44939365984,0.7486198104943819,0.3,0.07544786027537409,0.8042346024233035,12,0,0.0,10.788160962543838,0
41555.80395823983,0.701485110798605,0.4234478558792248,0.26280880079428565,0.737600444683971,6,1,792.3045025392655,4.2817853711854745,0
22655.93189065386,0.6714179129727266,0.5333172789241661,0.3713230018402385,0.4341937583222217,18,1,745.0104773950939,3.373921855304647,1
41904.89365891348,0.47400099613157887,0.499513173322418,0.25214421977308155,0.6487679839194829,6,1,848.9009699981268,0.7136843487236593,1
37515.48830834827,0.8433549509272519,0.3,0.1497560703284877,0.6566688489416154,18,1,401.24966303893774,10.356868308828783,0
14523.803048103273,0.645377528587544,0.5099400365870936,0.18407693065836164,0.41836237995356773,3,1,834.5843308144223,2.528404761003716,1
167429.35737000246,0.9107240852103675,0.3,0.027314784138521682,0.6845422224810427,6,1,679.9072049374633,3.830218300655177,1
15629.820186595207,0.5254497565147951,0.3,0.3377933083588524,0.6472002971208829,6,1,878.611940421592,0.5364075161398228,1
11502.324962601504,0.8237570228033153,0.49698411615018195,0.08437343352307351,0.8716452943665337,3,1,620.8796797687155,16.73766183746002,0
89819.53613098545,0.971648037378701,0.3410495429963898,0.053962866254330354,0.5480089378179528,3,0,0.0,2.650031503390718,1
16340.299294861386,0.8270959297892165,0.5073175131732962,0.46246154818375845,0.7193604404200598,12,1,850.053601871248,4.840610402128978,1
73196.81317274454,0.7935447156267649,0.5442137980139375,0.045944774723099935,0.5950986532852908,12,1,350.527806706259,12.515471468348554,0
14281.061026951338,0.6258142479992129,0.356146856636898,0.06836162161376981,0.8874642377836363,3,1,879.3658988285305,1.253692960383507,0
10106.377191615566,0.7011004560283913,0.4231372191971841,0.302751549049811,0.8134036017097472,24,1,774.7864285876001,0.6728501258211085,1
26246.503659979106,0.8352472381208742,0.7147653663823748,0.5258171064092203,0.8228552234552372,24,1,394.32233013417255,9.837315529976047,1
62659.94535064051,0.7723143224930697,0.5956711720817077,0.4047489574204452,0.7775353280591312,18,0,0.0,2.927627454637593,1
19588.027440849397,0.8998218089444019,0.3,0.2666508016728281,0.7421947920091756,12,1,799.1649250128312,1.5501286627528899,1
39319.31274342773,0.8173753492475987,0.3,0.20247093655865897,0.9483811287472048,6,0,0.0,1.8361652337509442,0
35473.32444959865,0.8850729366517748,0.6163642150629867,0.38779343113030745,0.46406055769228666,6,1,695.3410839449143,13.563954137309148,1
100391.83749510933,0.7834503761849672,0.4129077464565565,0.09282711424464657,0.8089301402089205,12,1,365.04022362997364,6.260801146627621,0
40627.288817163215,0.9064414865480565,0.6356920954166465,0.10649733506953357,0.6585520787477679,12,1,402.4882237837264,0.6607817698108699,1
51099.090740481144,0.540276279629194,0.7338583081024004,0.3554339794785709,0.9176514136784935,3,1,373.99109464517534,1.5373324320323183,1
45079.26279081828,0.8835711751481534,0.3,0.6,0.8657574596538746,18,1,836.3838344775028,7.569417441584133,0
58339.36675918371,0.9166985602531563,0.3,0.1103764909608273,0.5507449689066201,12,1,510.00412108390725,7.908830778757948,0
19790.921856658362,0.5628260944325106,0.3129084622840911,0.3472726726412472,0.5974222404247571,12,0,0.0,3.8681336072018944,1
36066.37120651083,0.8192601209220889,0.3,0.12836293878833757,0.7530247542452443,12,1,515.6542960984902,0.5,1
10563.493443159708,0.7002389382619971,0.3,0.07416418215364305,0.48173355500309345,12,0,0.0,2.5265443990863927,0
38513.816884723106,0.8944019304398543,0.8567240090004893,0.4039750164113548,0.7230683156873668,18,1,316.7046307575518,0.8497017280220511,1
31994.17327217602,0.7822092095734792,0.3,0.3667364010083746,0.6687086011265462,6,1,531.3315008950016,7.4100376122249925,0
17576.733336160094,0.7759178272169005,0.7529487773262223,0.1426237242320504,0.6051239351926968,6,0,0.0,3.8494723496392362,1
53180.07181888987,0.8778645592882334,0.3,0.4778413733180643,0.645550512752229,18,1,688.5118773420979,10.415928124825538,0
38204.44303557543,0.7569201540327979,0.3,0.4851247931632417,0.7525961919468728,12,0,0.0,0.5,1
21572.100172894097,0.8014294580969091,0.5597047507097377,0.17379621363274303,0.5253860191531959,24,1,305.4589087684656,0.5,0
